full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
pelantikan besok Bertepatan dengan ulang tahunn saya bpk,pelantikan besok bertepatan dengan ulang tahunn saya bpk,pelantikan besok bertepatan dengan ulang tahunn saya bpk,"['pelantikan', 'besok', 'bertepatan', 'dengan', 'ulang', 'tahunn', 'saya', 'bpk']","['pelantikan', 'besok', 'bertepatan', 'dengan', 'ulang', 'tahunn', 'saya', 'bpk']",,pelantikan besok bertepatan dengan ulang tahunn saya bpk,"Tomorrow's inauguration coincides with my birthday, sir",0.0,0.0,netral,2
Untung ada pa jokowi  yang membantu menyiapkan pemerintahan,untung ada pa jokowi  yang membantu menyiapkan pemerintahan,untung ada pa jokowi yang membantu menyiapkan pemerintahan,"['untung', 'ada', 'pa', 'jokowi', 'yang', 'membantu', 'menyiapkan', 'pemerintahan']","['untung', 'ada', 'pa', 'jokowi', 'yang', 'membantu', 'menyiapkan', 'pemerintahan']",,untung ada pa jokowi yang membantu menyiapkan pemerintahan,"Fortunately, Mr. Jokowi is there to help prepare the government",0.7,0.4,positif,1
Tuhan memberkati pak prabowo dan  gibran . pak prabowo dan  gibran  kalau ada orang tidak menyukai kalian berdua jangan bersedih hati  ,tuhan memberkati pak prabowo dan  gibran . pak prabowo dan  gibran  kalau ada orang tidak menyukai kalian berdua jangan bersedih hati  ,tuhan memberkati pak prabowo dan gibran pak prabowo dan gibran kalau ada orang tidak menyukai kalian berdua jangan bersedih hati,"['tuhan', 'memberkati', 'pak', 'prabowo', 'dan', 'gibran', 'pak', 'prabowo', 'dan', 'gibran', 'kalau', 'ada', 'orang', 'tidak', 'menyukai', 'kalian', 'berdua', 'jangan', 'bersedih', 'hati']","['tuhan', 'memberkati', 'pak', 'prabowo', 'dan', 'gibran', 'pak', 'prabowo', 'dan', 'gibran', 'kalau', 'ada', 'orang', 'tidak_menyukai', 'kalian', 'berdua', 'jangan_bersedih', 'hati']","[(['tidak', 'menyukai'], 'tidak_menyukai'), (['menyukai', 'kalian'], 'kalian'), (['kalian', 'berdua'], 'berdua'), (['berdua', 'jangan'], 'jangan_bersedih'), (['jangan', 'bersedih'], 'hati')]",tuhan memberkati pak prabowo dan gibran pak prabowo dan gibran kalau ada orang tidak_menyukai kalian berdua jangan_bersedih hati,"God bless Pak Prabowo and Gibran Pak Prabowo and Gibran, if someone doesn't_like you two, don't_be sad",1.0,-0.5,negatif,0
"jangan bersedih hati, jangan hiraukan orang orang yang berkomentar negatif","jangan bersedih hati, jangan hiraukan orang orang yang berkomentar negatif",jangan bersedih hati jangan hiraukan orang orang yang berkomentar negatif,"['jangan', 'bersedih', 'hati', 'jangan', 'hiraukan', 'orang', 'orang', 'yang', 'berkomentar', 'negatif']","['jangan_bersedih', 'hati', 'jangan_hiraukan', 'orang', 'orang', 'yang', 'berkomentar', 'negatif']","[(['jangan', 'bersedih'], 'jangan_bersedih'), (['bersedih', 'hati'], 'hati'), (['hati', 'jangan'], 'jangan_hiraukan'), (['jangan', 'hiraukan'], 'orang'), (['hiraukan', 'orang'], 'orang'), (['orang', 'orang'], 'yang'), (['orang', 'yang'], 'berkomentar'), (['yang', 'berkomentar'], 'negatif')]",jangan_bersedih hati jangan_hiraukan orang orang yang berkomentar negatif,"Don't be sad, don't ignore people who comment negatively",0.7,-0.4,negatif,0
Selamat jadi boneka bapak ????ÃÂ????ÃÂ ,selamat jadi boneka bapak ????ãâ????ãâ ,selamat jadi boneka bapak ? ?,"['selamat', 'jadi', 'boneka', 'bapak', '?', '?']","['selamat', 'jadi', 'boneka', 'bapak', '?', '?']",,selamat jadi boneka bapak ? ?,Congratulations on being your doll? ?,0.0,0.0,netral,2
BAngga mu menang curang???????? ,bangga mu menang curang???????? ,bangga mu menang curang?,"['bangga', 'mu', 'menang', 'curang', '?']","['bangga', 'mu', 'menang', 'curang', '?']",,bangga mu menang curang ?,are you proud of winning cheating?,0.875,0.65,positif,1
Siapa yg mau Lantik pakwo apa gak malu ,siapa yg mau lantik pakwo apa gak malu ,siapa yg mau lantik pakwo apa gak malu,"['siapa', 'yg', 'mau', 'lantik', 'pakwo', 'apa', 'gak', 'malu']","['siapa', 'yg', 'mau', 'lantik', 'pakwo', 'apa', 'gak', 'malu']",,siapa yg mau lantik pakwo apa gak malu,Who wants to inaugurate Pakwo or not?,0.1,0.2,positif,1
Sehat selalu pk prabowo ,sehat selalu pk prabowo ,sehat selalu pk prabowo,"['sehat', 'selalu', 'pk', 'prabowo']","['sehat', 'selalu', 'pk', 'prabowo']",,sehat selalu pk prabowo,always healthy pk prabowo,0.5,0.5,positif,1
"masih nunggu yg komen ""lucu banget nyalahin 02 orang belom jg dilantik"" yuk ah keluar dari goa ???? ","masih nunggu yg komen ""lucu banget nyalahin 02 orang belom jg dilantik"" yuk ah keluar dari goa ???? ",masih nunggu yg komen lucu banget nyalahin orang belom jg dilantik yuk ah keluar dari goa ?,"['masih', 'nunggu', 'yg', 'komen', 'lucu', 'banget', 'nyalahin', 'orang', 'belom', 'jg', 'dilantik', 'yuk', 'ah', 'keluar', 'dari', 'goa', '?']","['masih', 'nunggu', 'yg', 'komen', 'lucu', 'banget', 'nyalahin', 'orang', 'belom', 'jg', 'dilantik', 'yuk', 'ah', 'keluar', 'dari', 'goa', '?']",,masih nunggu yg komen lucu banget nyalahin orang belom jg dilantik yuk ah keluar dari goa ?,"Still waiting for the really funny comments blaming people who haven't been appointed yet, come on, get out of the cave?",1.0,0.25,positif,1
Astagfirullah..... ,astagfirullah..... ,astagfirullah,['astagfirullah'],['astagfirullah'],,astagfirullah,oh my god,0.0,0.0,netral,2
Anak abah pada tantrum???????????? ,anak abah pada tantrum???????????? ,anak abah pada tantrum?,"['anak', 'abah', 'pada', 'tantrum', '?']","['anak', 'abah', 'pada', 'tantrum', '?']",,anak abah pada tantrum ?,a child on a tantrum?,0.0,0.0,netral,2
Tanggung jawab di akherat pak ...yg tidak bisa kau bohongi... ,tanggung jawab di akherat pak ...yg tidak bisa kau bohongi... ,tanggung jawab di akherat pak yg tidak bisa kau bohongi,"['tanggung', 'jawab', 'di', 'akherat', 'pak', 'yg', 'tidak', 'bisa', 'kau', 'bohongi']","['tanggung', 'jawab', 'di', 'akherat', 'pak', 'yg', 'tidak_bisa', 'kau', 'bohongi']","[(['tidak', 'bisa'], 'tidak_bisa'), (['bisa', 'kau'], 'kau'), (['kau', 'bohongi'], 'bohongi')]",tanggung jawab di akherat pak yg tidak_bisa kau bohongi,responsibility in the afterlife of children that you cannot lie to,0.0,0.0,netral,2
Maen kotor ga terhormat ,maen kotor ga terhormat ,maen kotor ga terhormat,"['maen', 'kotor', 'ga', 'terhormat']","['maen', 'kotor', 'ga_terhormat']","[(['ga', 'terhormat'], 'ga_terhormat')]",maen kotor ga_terhormat,playing dirty is dishonorable,0.8,-0.6,negatif,0
presiden quick count,presiden quick count,presiden quick count,"['presiden', 'quick', 'count']","['presiden', 'quick', 'count']",,presiden quick count,presiden quick count,0.5,0.3333333333333333,positif,1
mudah2an pak Prabowo dlm keadaan sehat tak ada halangan suatu apapun.???????????? ,mudah2an pak prabowo dlm keadaan sehat tak ada halangan suatu apapun.???????????? ,mudah an pak prabowo dlm keadaan sehat tak ada halangan suatu apapun ?,"['mudah', 'an', 'pak', 'prabowo', 'dlm', 'keadaan', 'sehat', 'tak', 'ada', 'halangan', 'suatu', 'apapun', '?']","['mudah', 'an', 'pak', 'prabowo', 'dlm', 'keadaan', 'sehat', 'tak_ada', 'halangan', 'suatu', 'apapun', '?']","[(['tak', 'ada'], 'tak_ada'), (['ada', 'halangan'], 'halangan'), (['halangan', 'suatu'], 'suatu'), (['suatu', 'apapun'], 'apapun'), (['apapun', '?'], '?')]",mudah an pak prabowo dlm keadaan sehat tak_ada halangan suatu apapun ?,Is it easy for Mr Prabowo to be in good health without any obstacles?,0.47777777777777786,0.3611111111111111,positif,1
Kasian banget baca komen2 pendukung sebelah yang nyinyir ???????????? ,kasian banget baca komen2 pendukung sebelah yang nyinyir ???????????? ,kasian banget baca komen pendukung sebelah yang nyinyir ?,"['kasian', 'banget', 'baca', 'komen', 'pendukung', 'sebelah', 'yang', 'nyinyir', '?']","['kasian', 'banget', 'baca', 'komen', 'pendukung', 'sebelah', 'yang', 'nyinyir', '?']",,kasian banget baca komen pendukung sebelah yang nyinyir ?,Is it really sad to read comments from supporters next door who are sarcastic?,0.6,-0.13333333333333333,negatif,0
tunjukan jiwa ksatriamu sebagai prajurit,tunjukan jiwa ksatriamu sebagai prajurit,tunjukan jiwa ksatriamu sebagai prajurit,"['tunjukan', 'jiwa', 'ksatriamu', 'sebagai', 'prajurit']","['tunjukan', 'jiwa', 'ksatriamu', 'sebagai', 'prajurit']",,tunjukan jiwa ksatriamu sebagai prajurit,show your knight spirit as a soldier,0.0,0.0,netral,2
sesama prajurit harus saling mendukung,sesama prajurit harus saling mendukung,sesama prajurit harus saling mendukung,"['sesama', 'prajurit', 'harus', 'saling', 'mendukung']","['sesama', 'prajurit', 'harus', 'saling', 'mendukung']",,sesama prajurit harus saling mendukung,fellow soldiers must support each other,0.375,-0.125,negatif,0
komentar negatif dari orang yang kalah ,komentar negatif dari orang yang kalah ,komentar negatif dari orang yang kalah,"['komentar', 'negatif', 'dari', 'orang', 'yang', 'kalah']","['komentar', 'negatif', 'dari', 'orang', 'yang', 'kalah']",,komentar negatif dari orang yang kalah,negative comments from people who lose,0.4,-0.3,negatif,0
Semoga ibu susi jadi menteri kelautan lagi???? ,semoga ibu susi jadi menteri kelautan lagi???? ,semoga ibu susi jadi menteri kelautan lagi?,"['semoga', 'ibu', 'susi', 'jadi', 'menteri', 'kelautan', 'lagi', '?']","['semoga', 'ibu', 'susi', 'jadi', 'menteri', 'kelautan', 'lagi', '?']",,semoga ibu susi jadi menteri kelautan lagi ?,I hope Mrs. Susi will be Minister of Maritime Affairs again?,0.0,0.0,netral,2
banyak pihak yang tidak terima dengan hasil ini,banyak pihak yang tidak terima dengan hasil ini,banyak pihak yang tidak terima dengan hasil ini,"['banyak', 'pihak', 'yang', 'tidak', 'terima', 'dengan', 'hasil', 'ini']","['banyak', 'pihak', 'yang', 'tidak_terima', 'dengan', 'hasil', 'ini']","[(['tidak', 'terima'], 'tidak_terima'), (['terima', 'dengan'], 'dengan'), (['dengan', 'hasil'], 'hasil'), (['hasil', 'ini'], 'ini')]",banyak pihak yang tidak_terima dengan hasil ini,Many parties do not accept this result,0.5,0.5,positif,1
belum dilantik kok sudah membicarakan pelantikan,belum dilantik kok sudah membicarakan pelantikan,belum dilantik kok sudah membicarakan pelantikan,"['belum', 'dilantik', 'kok', 'sudah', 'membicarakan', 'pelantikan']","['belum', 'dilantik', 'kok', 'sudah', 'membicarakan', 'pelantikan']",,belum dilantik kok sudah membicarakan pelantikan,"I haven't been appointed yet, but I'm already discussing the inauguration",0.0,0.0,netral,2
penguasa bebas berperilaku,penguasa bebas berperilaku,penguasa bebas berperilaku,"['penguasa', 'bebas', 'berperilaku']","['penguasa', 'bebas', 'berperilaku']",,penguasa bebas berperilaku,rulers are free to behave,0.8,0.4,positif,1
Penghitungan tuntaskan dulu dgn transparan..,penghitungan tuntaskan dulu dgn transparan..,penghitungan tuntaskan dulu dgn transparan,"['penghitungan', 'tuntaskan', 'dulu', 'dgn', 'transparan']","['penghitungan', 'tuntaskan', 'dulu', 'dgn', 'transparan']",,penghitungan tuntaskan dulu dgn transparan,the calculation is completed first and is transparent,0.3333333333333333,0.25,positif,1
 Tuhan Yesus mengasihi jangan takut jika dijahatin sesama manusia Tuhan Yesus selalu menjaga dan melindungi Pak Prabowo Subianto Gibran , tuhan yesus mengasihi jangan takut jika dijahatin sesama manusia tuhan yesus selalu menjaga dan melindungi pak prabowo subianto gibran ,tuhan yesus mengasihi jangan takut jika dijahatin sesama manusia tuhan yesus selalu menjaga dan melindungi pak prabowo subianto gibran,"['tuhan', 'yesus', 'mengasihi', 'jangan', 'takut', 'jika', 'dijahatin', 'sesama', 'manusia', 'tuhan', 'yesus', 'selalu', 'menjaga', 'dan', 'melindungi', 'pak', 'prabowo', 'subianto', 'gibran']","['tuhan', 'yesus', 'mengasihi', 'jangan_takut', 'jika', 'dijahatin', 'sesama', 'manusia', 'tuhan', 'yesus', 'selalu', 'menjaga', 'dan', 'melindungi', 'pak', 'prabowo', 'subianto', 'gibran']","[(['jangan', 'takut'], 'jangan_takut'), (['takut', 'jika'], 'jika'), (['jika', 'dijahatin'], 'dijahatin'), (['dijahatin', 'sesama'], 'sesama'), (['sesama', 'manusia'], 'manusia'), (['manusia', 'tuhan'], 'tuhan'), (['tuhan', 'yesus'], 'yesus'), (['yesus', 'selalu'], 'selalu'), (['selalu', 'menjaga'], 'menjaga'), (['menjaga', 'dan'], 'dan'), (['dan', 'melindungi'], 'melindungi'), (['melindungi', 'pak'], 'pak'), (['pak', 'prabowo'], 'prabowo'), (['prabowo', 'subianto'], 'subianto'), (['subianto', 'gibran'], 'gibran')]",tuhan yesus mengasihi jangan_takut jika dijahatin sesama manusia tuhan yesus selalu menjaga dan melindungi pak prabowo subianto gibran,"God Jesus loves, don't be afraid if you are shunned by other people, God Jesus always watches over and protects Pak Prabowo Subianto Gibran",0.6375,-0.3625,negatif,0
Sederhana tapi membuat anak Abah tantrum ,sederhana tapi membuat anak abah tantrum ,sederhana tapi membuat anak abah tantrum,"['sederhana', 'tapi', 'membuat', 'anak', 'abah', 'tantrum']","['sederhana', 'tapi', 'membuat', 'anak', 'abah', 'tantrum']",,sederhana tapi membuat anak abah tantrum,simple but makes daddy's child tantrum,0.35714285714285715,0.0,netral,2
apa yang mau dibilang curang lagi si? mau blg perhitungan kpu nya? padahal paslon lain juga udh banyak kecurangan tentang perhitungan,apa yang mau dibilang curang lagi si? mau blg perhitungan kpu nya? padahal paslon lain juga udh banyak kecurangan tentang perhitungan,apa yang mau dibilang curang lagi si? mau blg perhitungan kpu nya? padahal paslon lain juga udh banyak kecurangan tentang perhitungan,"['apa', 'yang', 'mau', 'dibilang', 'curang', 'lagi', 'si', '?', 'mau', 'blg', 'perhitungan', 'kpu', 'nya', '?', 'padahal', 'paslon', 'lain', 'juga', 'udh', 'banyak', 'kecurangan', 'tentang', 'perhitungan']","['apa', 'yang', 'mau', 'dibilang', 'curang', 'lagi', 'si', '?', 'mau', 'blg', 'perhitungan', 'kpu', 'nya', '?', 'padahal', 'paslon', 'lain', 'juga', 'udh', 'banyak', 'kecurangan', 'tentang', 'perhitungan']",,apa yang mau dibilang curang lagi si ? mau blg perhitungan kpu nya ? padahal paslon lain juga udh banyak kecurangan tentang perhitungan,What do you want to call cheating again? Do you want to know the calculation? even though other paslons have also cheated a lot about calculations,0.375,-0.125,negatif,0
Engak sabar liat bapak dilantik??ÃÂ???ÃÂ???ÃÂ? ,engak sabar liat bapak dilantik??ãâ???ãâ???ãâ? ,engak sabar liat bapak dilantik?? ? ? ?,"['engak', 'sabar', 'liat', 'bapak', 'dilantik', '?', '?', '?', '?', '?']","['engak', 'sabar', 'liat', 'bapak', 'dilantik', '?', '?', '?', '?', '?']",,engak sabar liat bapak dilantik ? ? ? ? ?,Can't wait to see you inaugurated? ? ? ? ?,0.0,0.0,netral,2
pragib itu dalam pemikiran saya selalu curang ,pragib itu dalam pemikiran saya selalu curang ,pragib itu dalam pemikiran saya selalu curang,"['pragib', 'itu', 'dalam', 'pemikiran', 'saya', 'selalu', 'curang']","['pragib', 'itu', 'dalam', 'pemikiran', 'saya', 'selalu', 'curang']",,pragib itu dalam pemikiran saya selalu curang,"In my mind, Pragib always cheats",0.0,0.0,netral,2
doa seluruh rakyat indonesia untukmu,doa seluruh rakyat indonesia untukmu,doa seluruh rakyat indonesia untukmu,"['doa', 'seluruh', 'rakyat', 'indonesia', 'untukmu']","['doa', 'seluruh', 'rakyat', 'indonesia', 'untukmu']",,doa seluruh rakyat indonesia untukmu,prayers of all Indonesian people for you,0.0,0.0,netral,2
Pengikut paslon kalah bentar lagi bakal turun demo dan stresss ???? ,pengikut paslon kalah bentar lagi bakal turun demo dan stresss ???? ,pengikut paslon kalah bentar lagi bakal turun demo dan stres ?,"['pengikut', 'paslon', 'kalah', 'bentar', 'lagi', 'bakal', 'turun', 'demo', 'dan', 'stres', '?']","['pengikut', 'paslon', 'kalah', 'bentar', 'lagi', 'bakal', 'turun', 'demo', 'dan', 'stres', '?']",,pengikut paslon kalah bentar lagi bakal turun demo dan stres ?,"Paslon's followers are losing, will they go to the demo and stress?",0.0,0.0,netral,2
memalukan perbuatan pragib ini,memalukan perbuatan pragib ini,memalukan perbuatan pragib ini,"['memalukan', 'perbuatan', 'pragib', 'ini']","['memalukan', 'perbuatan', 'pragib', 'ini']",,memalukan perbuatan pragib ini,shame on this act of pragib,0.0,0.0,netral,2
allah melaknat kecurangan dan celaka yg curang ,allah melaknat kecurangan dan celaka yg curang ,allah melaknat kecurangan dan celaka yg curang,"['allah', 'melaknat', 'kecurangan', 'dan', 'celaka', 'yg', 'curang']","['allah', 'melaknat', 'kecurangan', 'dan', 'celaka', 'yg', 'curang']",,allah melaknat kecurangan dan celaka yg curang,God curses cheating and woe to the cheating,0.0,0.0,netral,2
"Ogah terima pemimpin seperti mereka, banyak kebohongan ","ogah terima pemimpin seperti mereka, banyak kebohongan ",ogah terima pemimpin seperti mereka banyak kebohongan,"['ogah', 'terima', 'pemimpin', 'seperti', 'mereka', 'banyak', 'kebohongan']","['ogah', 'terima', 'pemimpin', 'seperti', 'mereka', 'banyak', 'kebohongan']",,ogah terima pemimpin seperti mereka banyak kebohongan,don't accept leaders like them who lie a lot,0.0,0.0,netral,2
saya sangat suka perilaku dan perbuatan bapak,saya sangat suka perilaku dan perbuatan bapak,saya sangat suka perilaku dan perbuatan bapak,"['saya', 'sangat', 'suka', 'perilaku', 'dan', 'perbuatan', 'bapak']","['saya', 'sangat', 'suka', 'perilaku', 'dan', 'perbuatan', 'bapak']",,saya sangat suka perilaku dan perbuatan bapak,I really like your behavior and actions,0.2,0.2,positif,1
"orang sombong, angkuh ","orang sombong, angkuh ",orang sombong angkuh,"['orang', 'sombong', 'angkuh']","['orang', 'sombong', 'angkuh']",,orang sombong angkuh,arrogant arrogant person,0.0,0.0,netral,2
Aku ga suka bapak karena ketidak jujuran bapak,aku ga suka bapak karena ketidak jujuran bapak,aku ga suka bapak karena ketidak jujuran bapak,"['aku', 'ga', 'suka', 'bapak', 'karena', 'ketidak', 'jujuran', 'bapak']","['aku', 'ga_suka', 'bapak', 'karena', 'ketidak', 'jujuran', 'bapak']","[(['ga', 'suka'], 'ga_suka'), (['suka', 'bapak'], 'bapak'), (['bapak', 'karena'], 'karena'), (['karena', 'ketidak'], 'ketidak'), (['ketidak', 'jujuran'], 'jujuran'), (['jujuran', 'bapak'], 'bapak')]",aku ga_suka bapak karena ketidak jujuran bapak,I don't like you because of your dishonesty,0.0,0.0,netral,2
dlantik tapi tidak diterima oleh rakyat,dlantik tapi tidak diterima oleh rakyat,dlantik tapi tidak diterima oleh rakyat,"['dlantik', 'tapi', 'tidak', 'diterima', 'oleh', 'rakyat']","['dlantik', 'tapi', 'tidak_diterima', 'oleh', 'rakyat']","[(['tidak', 'diterima'], 'tidak_diterima'), (['diterima', 'oleh'], 'oleh'), (['oleh', 'rakyat'], 'rakyat')]",dlantik tapi tidak_diterima oleh rakyat,dlantik but not accepted by the people,0.0,0.0,netral,2
prabowo adalah sosok negarawan dan memiliki sifat prajurit yang baik,prabowo adalah sosok negarawan dan memiliki sifat prajurit yang baik,prabowo adalah sosok negarawan dan memiliki sifat prajurit yang baik,"['prabowo', 'adalah', 'sosok', 'negarawan', 'dan', 'memiliki', 'sifat', 'prajurit', 'yang', 'baik']","['prabowo', 'adalah', 'sosok', 'negarawan', 'dan', 'memiliki', 'sifat', 'prajurit', 'yang', 'baik']",,prabowo adalah sosok negarawan dan memiliki sifat prajurit yang baik,Prabowo is a statesman and has the qualities of a good soldier,0.6000000000000001,0.7,positif,1
